2202711	PadraoNacional	
2202729	Fiorilli	2.00
2202737	PadraoNacional	
2202851	Fiorilli	2.00
2203107	PadraoNacional	
2203255	PadraoNacional	
2203271	Fiorilli	2.00
2203305	Fiorilli	2.00
2203354	Fiorilli	2.00
2203404	Fiorilli	2.00
2203453	PadraoNacional	
2203503	PadraoNacional	
2203800	PadraoNacional	
2204006	Fiorilli	2.00
2204105	PadraoNacional	
2204154	PadraoNacional	
2204204	PadraoNacional	
2204303	PadraoNacional	
2204402	Fiorilli	2.00
2204659	PadraoNacional	
2204808	PadraoNacional	
2204907	PadraoNacional	
2205003	PadraoNacional	
2205151	Fiorilli	2.00
2205250	Fiorilli	2.00
2205276	PadraoNacional	
2205300	PadraoNacional	
2205409	PadraoNacional	
2205458	PadraoNacional	
2205508	PadraoNacional	
2205516	PadraoNacional	
2205524	Fiorilli	2.00
2205540	PadraoNacional	
2205557	PadraoNacional	
2205565	Fiorilli	2.00
2205581	PadraoNacional	
2205599	Fiorilli	2.00
2205607	PadraoNacional	
2205706	PadraoNacional	
2205854	PadraoNacional	
2205904	PadraoNacional	
2205953	Fiorilli	2.00
2206001	PadraoNacional	
2206209	PadraoNacional	
2206670	PadraoNacional	
2206696	PadraoNacional	
2206704	PadraoNacional	
2206753	PadraoNacional	
2206803	PadraoNacional	
2206902	Fiorilli	2.00
2207009	ISSIntel	
2207207	PadraoNacional	
2207603	Fiorilli	2.00
2207702	PadraoNacional	
2207751	PadraoNacional	
2207850	PadraoNacional	
2207900	Fiorilli	2.00
2207934	PadraoNacional	
2208007	ISSIntel	
2208106	Fiorilli	2.00
2208205	PadraoNacional	
2208403	PadraoNacional	
2208502	PadraoNacional	
2208551	Fiorilli	2.00
2208650	Fiorilli	2.00
2208700	PadraoNacional	
2208874	Fiorilli	2.00
2208908	PadraoNacional	
2209104	PadraoNacional	
2209203	PadraoNacional	
2209377	Fiorilli	2.00
2209450	PadraoNacional	
2209500	PadraoNacional	
2209658	PadraoNacional	
2209757	Fiorilli	2.00
2209807	Fiorilli	2.00
2209872	PadraoNacional	
2209906	PadraoNacional	
2209955	PadraoNacional	
2210003	Fiorilli	2.00
2210052	PadraoNacional	
2210300	PadraoNacional	
2210375	PadraoNacional	
2210391	PadraoNacional	
2210409	Fiorilli	2.00
2210607	Fiorilli	2.00
2210631	PadraoNacional	
2210656	PadraoNacional	
2210938	PadraoNacional	
2210979	PadraoNacional	
2211001	DSF	2.03
2211100	Fisco	2.03
2211209	PadraoNacional	
2211308	WebISS	
2211357	PadraoNacional	
2211704	Fiorilli	2.00
2300101	PadraoNacional	
2300150	PadraoNacional	
2300200	SpeedGov	1.00
2300408	Aspec	
2300507	PadraoNacional	
2300606	Aspec	
2300754	SpeedGov	1.00
2300804	PadraoNacional	
2300903	PadraoNacional	
2301000	SpeedGov	1.00
2301109	SpeedGov	1.00
2301257	PadraoNacional	
2301307	PadraoNacional	
2301703	PadraoNacional	
2301802	PadraoNacional	
2301851	PadraoNacional	
2301901	SpeedGov	1.00
2302008	PadraoNacional	
2302057	Aspec	
2302107	PadraoNacional	
2302206	SpeedGov	1.00
2302305	Aspec	
2302503	XTRTecnologia	
2302701	PadraoNacional	
2302800	SpeedGov	1.00
2302909	Aspec	
2303105	PadraoNacional	
2303204	PadraoNacional	
2303303	Aspec	
2303402	SpeedGov	1.00
2303501	SpeedGov	1.00
2303600	PadraoNacional	
2303659	PadraoNacional	
2303808	PadraoNacional	
2303907	PadraoNacional	
2303956	Aspec	
2304103	SpeedGov	1.00
2304202	SpeedGov	1.00
2304236	PadraoNacional	
2304251	SpeedGov	1.00
2304269	SpeedGov	1.00
2304285	EL	2.04
2304350	SpeedGov	1.00
2304400	ISSFortaleza	
2304509	PadraoNacional	
2304905	Aspec	
2304954	PadraoNacional	
2305001	PadraoNacional	
2305233	SpeedGov	
2305308	PadraoNacional	
2305332	SpeedGov	
2305407	SpeedGov	1.00
2305506	SpeedGov	1.00
2305605	PadraoNacional	
2305654	PadraoNacional	
2305704	PadraoNacional	
2306009	PadraoNacional	
2306207	Aspec	
2306256	Betha	
2306306	PadraoNacional	
2306405	SpeedGov	1.00
2306702	Aspec	
2307007	XTRTecnologia	
2307254	SpeedGov	1.00
2307304	SpeedGov	1.00
2307650	SpeedGov	1.00
2307700	SpeedGov	1.00
2307809	XTRTecnologia	
2307908	PadraoNacional	
2308203	PadraoNacional	
2308351	PadraoNacional	
2308377	PadraoNacional	
2308609	Aspec	
2308807	PadraoNacional	
2308906	Aspec	
2309003	PadraoNacional	
2309102	PadraoNacional	
2309300	PadraoNacional	
2309409	PadraoNacional	
2309458	Aspec	
2309508	PadraoNacional	
2309706	SpeedGov	1.00
2310209	PadraoNacional	
2310704	PadraoNacional	
2310803	PadraoNacional	
2310852	SpeedGov	1.00
2310902	PadraoNacional	
2310951	PadraoNacional	
2311009	PadraoNacional	
2311231	PadraoNacional	
2311405	PadraoNacional	
2311504	XTRTecnologia	
2311801	SpeedGov	1.00
2311900	PadraoNacional	
2311959	PadraoNacional	
2312205	PadraoNacional	
2312304	PadraoNacional	
2312809	Aspec	
2312908	SpeedGov	1.00
2313252	PadraoNacional	
2313302	SpeedGov	1.00
2313401	SpeedGov	1.00
2313500	SpeedGov	1.00
2313609	SpeedGov	
2313757	PadraoNacional	
2313955	SSInformatica	2.03
2314102	PadraoNacional	
2400109	PadraoNacional	
2400208	Publica	
2400901	PadraoNacional	
2401008	PadraoNacional	
2401404	PadraoNacional	
2401503	PadraoNacional	
2401602	Fiorilli	2.00
2401909	PadraoNacional	
2402006	PadraoNacional	
2402105	Tinus	2.03
2402204	PadraoNacional	
2402402	PadraoNacional	
2402501	PadraoNacional	
2402600	Tinus	2.03
2402709	PadraoNacional	
2402808	PadraoNacional	
2402907	Tributus	2.04
2403004	PadraoNacional	
2403103	Tinus	2.03
2403251	Tinus	2.03
2403301	PadraoNacional	
2403400	PadraoNacional	
2403509	PadraoNacional	
2403608	Tinus	2.03
2403707	PadraoNacional	
2403756	PadraoNacional	
2403806	PadraoNacional	
2403905	PadraoNacional	
2404002	PadraoNacional	
2404200	Tinus	2.03
2404606	PadraoNacional	
2404705	PadraoNacional	
2404804	PadraoNacional	
2404853	Tinus	
2405108	PadraoNacional	
2405207	PadraoNacional	
2405306	PadraoNacional	
2405405	PadraoNacional	
2405504	PadraoNacional	
2405603	PadraoNacional	
2405702	PadraoNacional	
2406155	PadraoNacional	
2406205	PadraoNacional	
2406304	Aspec	
2406403	PadraoNacional	
2406502	Tributus	2.04
2406601	PadraoNacional	
2406908	PadraoNacional	
2407005	PadraoNacional	
2407104	Tinus	2.03
2407252	PadraoNacional	
2407302	PadraoNacional	
2407401	PadraoNacional	
2407708	PadraoNacional	
2407807	Tinus	2.03
2408003	Tinus	2.03
2408102	PadraoNacional	
2408201	Tinus	2.03
2408409	PadraoNacional	
2408607	Publica	
2408706	PadraoNacional	
2408904	PadraoNacional	
2408953	Tinus	2.03
2409209	PadraoNacional	
2409332	PadraoNacional	
2409407	Tributus	2.04
2409506	PadraoNacional	
2409605	PadraoNacional	
2409704	PadraoNacional	
2409803	Tinus	2.03
2410207	PadraoNacional	
2410306	Fiorilli	2.00
2410405	Tinus	2.03
2410504	PadraoNacional	
2410702	PadraoNacional	
2410900	Fiorilli	2.00
2411007	Publica	
2411056	PadraoNacional	
2411205	PadraoNacional	
2411429	PadraoNacional	
2411601	PadraoNacional	
2411809	PadraoNacional	
2411908	PadraoNacional	
2412005	Tinus	2.03
2412104	PadraoNacional	
2412203	Tinus	2.03
2412302	PadraoNacional	
2412401	PadraoNacional	
2412500	Tributus	2.04
2412559	Tinus	2.03
2412609	PadraoNacional	
2412708	PadraoNacional	
2412807	PadraoNacional	
2412906	PadraoNacional	
2413003	Aspec	
2413102	PadraoNacional	
2413201	Tinus	2.03
2413300	Aspec	
2413359	PadraoNacional	
2413409	Tinus	2.03
2413508	PadraoNacional	
2413557	PadraoNacional	
2413607	Publica	
2413706	PadraoNacional	
2413805	PadraoNacional	
2414001	Tinus	2.03
2414100	Tinus	2.03
2414159	PadraoNacional	
2414209	PadraoNacional	
2414308	Tinus	
2414407	Tinus	2.03
2414456	PadraoNacional	
2414506	Aspec	
2414605	PadraoNacional	
2414704	PadraoNacional	
2414753	Tributus	2.04
2414803	PadraoNacional	
2414902	PadraoNacional	
2500106	Elmar	2.02
2500205	PadraoNacional	
2500304	PadraoNacional	
2500403	PublicSoft	2.03
2500536	PadraoNacional	
2500577	PadraoNacional	
2500601	PadraoNacional	
2500775	Elmar	2.02
2500809	Elmar	2.02
2501005	PublicSoft	2.03
2501153	PadraoNacional	
2501203	PadraoNacional	
2501302	PadraoNacional	
2501534	Elmar	2.02
2501609	PadraoNacional	
2501807	WebISS	2.02
2501906	Elmar	2.02
2502003	PadraoNacional	
2502052	PadraoNacional	
2502102	PadraoNacional	
2502201	Elmar	2.02
2502300	PadraoNacional	
2502409	PadraoNacional	
2502607	PadraoNacional	
2502706	Elmar	2.02
2502805	PadraoNacional	
2502904	PadraoNacional	
2503001	Tributus	2.04
2503209	Tinus	2.03
2503308	Elmar	2.02
2503407	PublicSoft	2.03
2503506	Elmar	2.02
2503704	PadraoNacional	
2503753	Elmar	2.02
2503803	PadraoNacional	
2503902	PadraoNacional	
2504009	WebISS	2.02
2504074	PadraoNacional	
2504108	Elmar	2.02
2504207	PadraoNacional	
2504306	Tinus	2.03
2504355	PadraoNacional	
2504405	PadraoNacional	
2504603	PadraoNacional	
2504702	PadraoNacional	
2504900	PadraoNacional	
2505006	PadraoNacional	
2505204	Elmar	2.02
2505238	PublicSoft	2.03
2505303	PadraoNacional	
2505352	PadraoNacional	
2505402	PadraoNacional	
2505907	PadraoNacional	
2506004	Elmar	2.02
2506202	Elmar	2.02
2506251	PadraoNacional	
2506301	Elmar	2.02
2506400	PadraoNacional	
2506509	PadraoNacional	
2506905	Elmar	2.02
2507002	PublicSoft	2.03
2507101	PublicSoft	2.03
2507200	PadraoNacional	
2507408	Elmar	2.02
2507507	DSF	2.03
2507903	PadraoNacional	
2508000	PadraoNacional	
2508109	Elmar	2.02
2508208	Elmar	2.02
2508505	PadraoNacional	
2508554	Elmar	2.02
2508604	Tinus	2.03
2508703	PadraoNacional	
2508802	Tributus	2.04
2508901	PublicSoft	2.03
2509008	PublicSoft	2.03
2509107	PadraoNacional	
2509206	PadraoNacional	
2509305	Elmar	2.02
2509404	PadraoNacional	
2509503	PadraoNacional	
2509701	PublicSoft	2.03
2510006	PublicSoft	2.03
2510105	Elmar	2.02
2510204	PadraoNacional	
2510402	PublicSoft	2.03
2510501	PadraoNacional	
2510600	PublicSoft	2.03
2510659	PadraoNacional	
2510808	WebISS	2.02
2510907	Elmar	2.02
2511004	PadraoNacional	
2511103	PadraoNacional	
